id,t_date,code,name,p_open,p_high,p_low,p_close,volume,industrial
230320190422 ,2019/4/22,2303,聯電,12.15,12.15,11.9,11.9,28203,半導體業
230320190419 ,2019/4/19,2303,聯電,12.05,12.1,12,12.1,24015,半導體業
230320190418 ,2019/4/18,2303,聯電,12.25,12.3,11.9,12,44464,半導體業
230320190417 ,2019/4/17,2303,聯電,12.15,12.4,12.1,12.2,59977,半導體業
230320190416 ,2019/4/16,2303,聯電,12.1,12.25,12,12.1,32488,半導體業
230320190415 ,2019/4/15,2303,聯電,12.25,12.3,12.05,12.05,22115,半導體業
230320190412 ,2019/4/12,2303,聯電,12.25,12.25,12.1,12.2,17253,半導體業
230320190411 ,2019/4/11,2303,聯電,12.35,12.45,12.1,12.1,89310,半導體業
230320190410 ,2019/4/10,2303,聯電,12.3,12.35,12.1,12.25,48397,半導體業
230320190409 ,2019/4/9,2303,聯電,12,12.3,11.95,12.3,86940,半導體業
230320190408 ,2019/4/8,2303,聯電,11.6,12.15,11.6,11.9,105511,半導體業
230320190403 ,2019/4/3,2303,聯電,11.6,11.65,11.55,11.55,21951,半導體業
230320190402 ,2019/4/2,2303,聯電,11.65,11.7,11.55,11.6,19678,半導體業
230320190401 ,2019/4/1,2303,聯電,11.7,11.75,11.55,11.55,22799,半導體業
230320190329 ,2019/3/29,2303,聯電,11.65,11.7,11.6,11.65,21571,半導體業
230320190328 ,2019/3/28,2303,聯電,11.65,11.7,11.6,11.65,19456,半導體業
230320190327 ,2019/3/27,2303,聯電,11.65,11.7,11.6,11.65,14664,半導體業
230320190326 ,2019/3/26,2303,聯電,11.65,11.75,11.65,11.65,13702,半導體業
230320190325 ,2019/3/25,2303,聯電,11.65,11.8,11.6,11.65,37537,半導體業
230320190322 ,2019/3/22,2303,聯電,11.65,11.8,11.65,11.8,27720,半導體業
230320190321 ,2019/3/21,2303,聯電,11.6,11.7,11.55,11.6,27176,半導體業
230320190320 ,2019/3/20,2303,聯電,11.65,11.7,11.55,11.55,18747,半導體業
230320190319 ,2019/3/19,2303,聯電,11.7,11.75,11.65,11.7,25849,半導體業
230320190318 ,2019/3/18,2303,聯電,11.55,11.7,11.55,11.7,22360,半導體業
230320190315 ,2019/3/15,2303,聯電,11.45,11.65,11.45,11.65,28892,半導體業
230320190314 ,2019/3/14,2303,聯電,11.55,11.6,11.45,11.45,17760,半導體業
230320190313 ,2019/3/13,2303,聯電,11.65,11.65,11.5,11.55,14050,半導體業
230320190312 ,2019/3/12,2303,聯電,11.55,11.65,11.55,11.65,15936,半導體業
230320190311 ,2019/3/11,2303,聯電,11.55,11.6,11.4,11.45,40281,半導體業
230320190308 ,2019/3/8,2303,聯電,11.85,11.85,11.6,11.6,26783,半導體業
230320190307 ,2019/3/7,2303,聯電,11.75,12,11.75,11.85,58798,半導體業
230320190306 ,2019/3/6,2303,聯電,11.55,11.75,11.55,11.7,20170,半導體業
230320190305 ,2019/3/5,2303,聯電,11.4,11.6,11.4,11.6,22505,半導體業
230320190304 ,2019/3/4,2303,聯電,11.35,11.6,11.3,11.45,27905,半導體業
230320190227 ,2019/2/27,2303,聯電,11.65,11.65,11.35,11.45,65102,半導體業
230320190226 ,2019/2/26,2303,聯電,11.65,11.75,11.6,11.65,31766,半導體業
230320190225 ,2019/2/25,2303,聯電,11.55,11.7,11.5,11.65,58223,半導體業
230320190222 ,2019/2/22,2303,聯電,11.45,11.5,11.3,11.5,39410,半導體業
230320190221 ,2019/2/21,2303,聯電,11.45,11.5,11.35,11.45,33907,半導體業
230320190220 ,2019/2/20,2303,聯電,11.45,11.45,11.35,11.4,21872,半導體業
230320190219 ,2019/2/19,2303,聯電,11.45,11.5,11.4,11.45,15101,半導體業
230320190218 ,2019/2/18,2303,聯電,11.5,11.55,11.45,11.45,21591,半導體業
230320190215 ,2019/2/15,2303,聯電,11.25,11.4,11.2,11.4,33218,半導體業
230320190214 ,2019/2/14,2303,聯電,11.15,11.3,11.1,11.3,26940,半導體業
230320190213 ,2019/2/13,2303,聯電,11.2,11.2,11,11.1,51523,半導體業
230320190212 ,2019/2/12,2303,聯電,10.85,11.15,10.8,11.1,70691,半導體業
230320190211 ,2019/2/11,2303,聯電,11.4,11.4,10.8,10.85,82010,半導體業
230320190130 ,2019/1/30,2303,聯電,11.4,11.5,11.25,11.35,95571,半導體業
230320190129 ,2019/1/29,2303,聯電,11.8,12,11.7,12,37426,半導體業
230320190128 ,2019/1/28,2303,聯電,11.95,11.95,11.75,11.85,34489,半導體業
230320190125 ,2019/1/25,2303,聯電,11.8,11.95,11.75,11.95,43611,半導體業
230320190124 ,2019/1/24,2303,聯電,11.6,11.7,11.6,11.7,13009,半導體業
230320190123 ,2019/1/23,2303,聯電,11.65,11.65,11.55,11.55,9872,半導體業
230320190122 ,2019/1/22,2303,聯電,11.7,11.75,11.65,11.7,19851,半導體業
230320190121 ,2019/1/21,2303,聯電,11.5,11.75,11.45,11.7,60585,半導體業
230320190118 ,2019/1/18,2303,聯電,11.35,11.4,11.25,11.4,30066,半導體業
230320190117 ,2019/1/17,2303,聯電,11.35,11.4,11.2,11.25,40068,半導體業
230320190116 ,2019/1/16,2303,聯電,11.25,11.35,11.15,11.3,30907,半導體業
230320190115 ,2019/1/15,2303,聯電,11.2,11.3,11.1,11.25,34810,半導體業
230320190114 ,2019/1/14,2303,聯電,11.2,11.25,11.05,11.1,25190,半導體業
230320190111 ,2019/1/11,2303,聯電,11.15,11.2,11.1,11.2,23329,半導體業
230320190110 ,2019/1/10,2303,聯電,11.15,11.15,11.05,11.15,30341,半導體業
230320190109 ,2019/1/9,2303,聯電,11.1,11.15,11.05,11.1,36188,半導體業
230320190108 ,2019/1/8,2303,聯電,11.1,11.1,10.9,10.95,20389,半導體業
230320190107 ,2019/1/7,2303,聯電,10.9,11.05,10.8,11,32910,半導體業
230320190104 ,2019/1/4,2303,聯電,10.7,10.75,10.55,10.7,43041,半導體業
230320190103 ,2019/1/3,2303,聯電,11.1,11.1,10.75,10.9,49253,半導體業
230320190102 ,2019/1/2,2303,聯電,11.3,11.35,11.1,11.1,18799,半導體業
230320181228 ,2018/12/28,2303,聯電,11.25,11.3,11.2,11.25,16897,半導體業
230320181227 ,2018/12/27,2303,聯電,11.35,11.4,11.2,11.25,20757,半導體業
230320181226 ,2018/12/26,2303,聯電,11.2,11.25,11.15,11.2,12701,半導體業
230320181225 ,2018/12/25,2303,聯電,11.1,11.2,11.05,11.15,11847,半導體業
230320181224 ,2018/12/24,2303,聯電,11.3,11.35,11.15,11.2,25863,半導體業
230320181222 ,2018/12/22,2303,聯電,11.35,11.4,11.2,11.25,14652,半導體業
230320181221 ,2018/12/21,2303,聯電,11.3,11.45,11.25,11.4,63593,半導體業
230320181220 ,2018/12/20,2303,聯電,11.25,11.45,11.2,11.3,40551,半導體業
230320181219 ,2018/12/19,2303,聯電,11.25,11.45,11.2,11.3,47389,半導體業
230320181218 ,2018/12/18,2303,聯電,11.3,11.35,11.2,11.2,44071,半導體業
230320181217 ,2018/12/17,2303,聯電,11.4,11.55,11.35,11.4,47487,半導體業
230320181214 ,2018/12/14,2303,聯電,11.4,11.5,11.25,11.35,43980,半導體業
230320181213 ,2018/12/13,2303,聯電,11.35,11.55,11.35,11.5,60680,半導體業
230320181212 ,2018/12/12,2303,聯電,11.1,11.4,11,11.3,39236,半導體業
230320181211 ,2018/12/11,2303,聯電,11,11.1,10.9,11,43093,半導體業
230320181210 ,2018/12/10,2303,聯電,11.1,11.2,11.05,11.1,29148,半導體業
230320181207 ,2018/12/7,2303,聯電,11.3,11.35,11.1,11.2,41314,半導體業
230320181206 ,2018/12/6,2303,聯電,11.55,11.55,11.2,11.3,53465,半導體業
230320181205 ,2018/12/5,2303,聯電,11.65,11.7,11.5,11.55,37958,半導體業
230320181204 ,2018/12/4,2303,聯電,11.75,11.9,11.7,11.8,57136,半導體業
230320181203 ,2018/12/3,2303,聯電,11.7,11.85,11.7,11.7,69071,半導體業
230320181130 ,2018/11/30,2303,聯電,11.55,11.7,11.4,11.55,108985,半導體業
230320181129 ,2018/11/29,2303,聯電,11.85,11.85,11.5,11.5,51313,半導體業
230320181128 ,2018/11/28,2303,聯電,11.75,11.85,11.6,11.75,54350,半導體業
230320181127 ,2018/11/27,2303,聯電,11.55,11.8,11.4,11.75,49200,半導體業
230320181126 ,2018/11/26,2303,聯電,11.2,11.55,11.2,11.5,42898,半導體業
230320181123 ,2018/11/23,2303,聯電,11.2,11.25,11.05,11.15,29624,半導體業
230320181122 ,2018/11/22,2303,聯電,11.05,11.2,11,11.2,39140,半導體業
230320181121 ,2018/11/21,2303,聯電,10.95,11.15,10.9,11,30693,半導體業
230320181120 ,2018/11/20,2303,聯電,11,11.1,10.9,11,35298,半導體業
230320181119 ,2018/11/19,2303,聯電,10.95,11.1,10.85,11.1,51530,半導體業
230320181116 ,2018/11/16,2303,聯電,11.3,11.3,10.9,11,82156,半導體業
230320181115 ,2018/11/15,2303,聯電,10.9,11.25,10.85,11.2,88479,半導體業
230320181114 ,2018/11/14,2303,聯電,10.5,10.85,10.45,10.8,78000,半導體業
230320181113 ,2018/11/13,2303,聯電,10.5,10.6,10.4,10.45,114963,半導體業
230320181112 ,2018/11/12,2303,聯電,10.55,10.7,10.45,10.7,93986,半導體業
230320181109 ,2018/11/9,2303,聯電,10.8,10.85,10.5,10.6,102020,半導體業
230320181108 ,2018/11/8,2303,聯電,11,11,10.65,10.85,154166,半導體業
230320181107 ,2018/11/7,2303,聯電,11,11.1,10.8,10.95,101664,半導體業
230320181106 ,2018/11/6,2303,聯電,11.05,11.2,10.75,10.9,209379,半導體業
230320181105 ,2018/11/5,2303,聯電,10.75,11.2,10.75,10.75,233874,半導體業
230320181102 ,2018/11/2,2303,聯電,11.8,11.9,11.6,11.9,71255,半導體業
230320181101 ,2018/11/1,2303,聯電,11.7,12.05,11.65,11.95,70663,半導體業
230320181031 ,2018/10/31,2303,聯電,11.85,11.85,11.65,11.8,89428,半導體業
230320181030 ,2018/10/30,2303,聯電,11.6,11.95,11.45,11.7,75790,半導體業
230320181029 ,2018/10/29,2303,聯電,11.5,11.8,11.5,11.6,60307,半導體業
230320181026 ,2018/10/26,2303,聯電,12,12.05,11.6,11.7,135893,半導體業
230320181025 ,2018/10/25,2303,聯電,11.9,12.4,11.85,12.3,75060,半導體業
230320181024 ,2018/10/24,2303,聯電,12.75,13,12.5,12.65,59429,半導體業
230320181023 ,2018/10/23,2303,聯電,13.05,13.05,12.7,12.75,47902,半導體業
230320181022 ,2018/10/22,2303,聯電,13.2,13.2,13,13.1,43472,半導體業
230320181019 ,2018/10/19,2303,聯電,13.1,13.45,13,13.3,88342,半導體業
230320181018 ,2018/10/18,2303,聯電,13.6,13.65,13.2,13.25,39468,半導體業
230320181017 ,2018/10/17,2303,聯電,13.45,13.6,13.35,13.6,50916,半導體業
230320181016 ,2018/10/16,2303,聯電,13.35,13.5,13.1,13.2,54742,半導體業
230320181015 ,2018/10/15,2303,聯電,13.55,13.65,13.35,13.35,45488,半導體業
230320181012 ,2018/10/12,2303,聯電,13.65,14.05,13.65,13.65,81810,半導體業
230320181011 ,2018/10/11,2303,聯電,14,14.25,13.65,13.75,120756,半導體業
230320181009 ,2018/10/9,2303,聯電,14.8,14.85,14.3,14.8,48875,半導體業
230320181008 ,2018/10/8,2303,聯電,14.65,14.85,14.65,14.8,21627,半導體業
230320181005 ,2018/10/5,2303,聯電,15,15.1,14.6,14.7,57498,半導體業
230320181004 ,2018/10/4,2303,聯電,15.4,15.45,15.05,15.1,48231,半導體業
230320181003 ,2018/10/3,2303,聯電,15.6,15.7,15.45,15.5,17982,半導體業
230320181002 ,2018/10/2,2303,聯電,15.85,15.95,15.6,15.6,15620,半導體業
230320181001 ,2018/10/1,2303,聯電,16,16,15.85,15.9,12175,半導體業
230320180928 ,2018/9/28,2303,聯電,15.9,16.15,15.85,16.15,28153,半導體業
230320180927 ,2018/9/27,2303,聯電,15.8,16,15.75,15.95,25682,半導體業
230320180926 ,2018/9/26,2303,聯電,15.6,15.9,15.6,15.9,26348,半導體業
230320180925 ,2018/9/25,2303,聯電,15.9,15.9,15.6,15.65,18291,半導體業
230320180921 ,2018/9/21,2303,聯電,15.55,15.85,15.45,15.85,45287,半導體業
230320180920 ,2018/9/20,2303,聯電,15.6,15.6,15.4,15.45,23316,半導體業
230320180919 ,2018/9/19,2303,聯電,15.45,15.65,15.35,15.6,31600,半導體業
230320180918 ,2018/9/18,2303,聯電,15.5,15.55,15.2,15.3,26016,半導體業
230320180917 ,2018/9/17,2303,聯電,15.7,15.7,15.55,15.6,17324,半導體業
230320180914 ,2018/9/14,2303,聯電,15.7,15.8,15.6,15.7,33310,半導體業
230320180913 ,2018/9/13,2303,聯電,15.4,15.6,15.2,15.6,35108,半導體業
230320180912 ,2018/9/12,2303,聯電,15.7,15.75,15.3,15.4,36270,半導體業
230320180911 ,2018/9/11,2303,聯電,15.5,15.7,15.35,15.65,68394,半導體業
230320180910 ,2018/9/10,2303,聯電,16.2,16.25,15.5,15.55,119457,半導體業
230320180907 ,2018/9/7,2303,聯電,16.75,16.85,16.15,16.3,50783,半導體業
230320180906 ,2018/9/6,2303,聯電,16.85,16.95,16.75,16.9,31934,半導體業
230320180905 ,2018/9/5,2303,聯電,17.1,17.15,17,17,33116,半導體業
230320180904 ,2018/9/4,2303,聯電,17.15,17.25,17.1,17.2,16190,半導體業
230320180903 ,2018/9/3,2303,聯電,17.2,17.3,17.05,17.1,25145,半導體業
230320180831 ,2018/8/31,2303,聯電,17.25,17.35,17.1,17.35,43749,半導體業
230320180830 ,2018/8/30,2303,聯電,17.5,17.55,17.35,17.35,25953,半導體業
230320180829 ,2018/8/29,2303,聯電,17.5,17.6,17.35,17.55,28640,半導體業
230320180828 ,2018/8/28,2303,聯電,17.4,17.7,17.35,17.5,24877,半導體業
230320180827 ,2018/8/27,2303,聯電,17.45,17.45,17.2,17.4,23326,半導體業
230320180824 ,2018/8/24,2303,聯電,17.55,17.65,17.2,17.3,26099,半導體業
230320180823 ,2018/8/23,2303,聯電,17.55,17.65,17.45,17.65,18833,半導體業
230320180822 ,2018/8/22,2303,聯電,17.9,17.9,17.5,17.5,36993,半導體業
230320180821 ,2018/8/21,2303,聯電,17.6,18,17.55,18,80748,半導體業
230320180820 ,2018/8/20,2303,聯電,17.25,17.65,17.2,17.55,38446,半導體業
230320180817 ,2018/8/17,2303,聯電,17.15,17.25,17.1,17.2,30651,半導體業
230320180816 ,2018/8/16,2303,聯電,16.75,17.2,16.7,17.15,35998,半導體業
230320180815 ,2018/8/15,2303,聯電,17.4,17.45,16.95,16.95,54973,半導體業
230320180814 ,2018/8/14,2303,聯電,17.3,17.45,17.25,17.4,28350,半導體業
230320180813 ,2018/8/13,2303,聯電,17.8,17.85,17.3,17.3,56243,半導體業
230320180810 ,2018/8/10,2303,聯電,17.8,18.05,17.75,17.95,51564,半導體業
230320180809 ,2018/8/9,2303,聯電,17.85,18.05,17.7,17.85,71095,半導體業
230320180808 ,2018/8/8,2303,聯電,17.95,18,17.75,17.95,49064,半導體業
230320180807 ,2018/8/7,2303,聯電,17.8,17.95,17.7,17.85,33962,半導體業
230320180806 ,2018/8/6,2303,聯電,17.8,18.05,17.75,17.95,62004,半導體業
230320180803 ,2018/8/3,2303,聯電,17.4,17.75,17.4,17.7,59478,半導體業
230320180802 ,2018/8/2,2303,聯電,17.5,17.5,17.2,17.3,30849,半導體業
230320180801 ,2018/8/1,2303,聯電,17.5,17.5,17.2,17.4,32257,半導體業
230320180731 ,2018/7/31,2303,聯電,17.2,17.55,17.15,17.55,108556,半導體業
230320180730 ,2018/7/30,2303,聯電,17.2,17.3,17,17.2,56085,半導體業
230320180727 ,2018/7/27,2303,聯電,17.45,17.55,17.25,17.3,56980,半導體業
230320180726 ,2018/7/26,2303,聯電,17.35,17.55,17,17.5,196331,半導體業
230320180725 ,2018/7/25,2303,聯電,18.15,18.45,17.95,18.2,84336,半導體業
230320180724 ,2018/7/24,2303,聯電,18,18.35,17.9,18.2,70162,半導體業
230320180723 ,2018/7/23,2303,聯電,18.4,18.65,18.05,18.25,104322,半導體業
230320180720 ,2018/7/20,2303,聯電,17.85,18.1,17.75,17.85,97511,半導體業
230320180719 ,2018/7/19,2303,聯電,17.6,17.75,17.5,17.6,59101,半導體業
230320180718 ,2018/7/18,2303,聯電,17.25,17.75,17.15,17.4,67248,半導體業
230320180717 ,2018/7/17,2303,聯電,17.2,17.35,17.05,17.25,33440,半導體業
230320180716 ,2018/7/16,2303,聯電,17.45,17.5,17.15,17.25,35454,半導體業
230320180713 ,2018/7/13,2303,聯電,17.55,17.6,17.3,17.4,20428,半導體業
230320180712 ,2018/7/12,2303,聯電,17,17.6,16.95,17.45,75250,半導體業
230320180711 ,2018/7/11,2303,聯電,16.95,17,16.7,16.9,30144,半導體業
230320180710 ,2018/7/10,2303,聯電,17.2,17.25,16.95,17,57819,半導體業
230320180709 ,2018/7/9,2303,聯電,17.6,17.7,17.5,17.65,62725,半導體業
230320180706 ,2018/7/6,2303,聯電,17.75,17.85,17.4,17.6,61038,半導體業
230320180705 ,2018/7/5,2303,聯電,18,18,17.55,17.95,56808,半導體業
230320180704 ,2018/7/4,2303,聯電,18.2,18.65,17.85,17.95,105768,半導體業
230320180703 ,2018/7/3,2303,聯電,18,18.15,17.75,17.95,98406,半導體業
230320180702 ,2018/7/2,2303,聯電,18.1,18.35,17.85,18.2,162084,半導體業
230320180628 ,2018/6/28,2303,聯電,17.35,17.35,16.9,16.95,70476,半導體業
230320180627 ,2018/6/27,2303,聯電,17.7,18,17.5,17.6,52024,半導體業
230320180626 ,2018/6/26,2303,聯電,17.5,17.65,17.4,17.6,30096,半導體業
230320180625 ,2018/6/25,2303,聯電,17.75,17.85,17.4,17.8,31182,半導體業
230320180622 ,2018/6/22,2303,聯電,17.5,17.9,17.2,17.8,57142,半導體業
230320180621 ,2018/6/21,2303,聯電,18,18,17.65,17.65,49753,半導體業
230320180620 ,2018/6/20,2303,聯電,18.2,18.25,17.65,18.05,90050,半導體業
230320180619 ,2018/6/19,2303,聯電,18.45,18.5,18.2,18.2,91259,半導體業
230320180615 ,2018/6/15,2303,聯電,18,18.65,17.95,18.65,96067,半導體業
230320180614 ,2018/6/14,2303,聯電,18.35,18.55,17.9,18.1,181043,半導體業
230320180613 ,2018/6/13,2303,聯電,17.4,18.5,17.2,18.5,350537,半導體業
230320180612 ,2018/6/12,2303,聯電,16.85,17,16.75,16.85,76328,半導體業
230320180611 ,2018/6/11,2303,聯電,16.55,16.8,16.5,16.8,72224,半導體業
230320180608 ,2018/6/8,2303,聯電,16.55,16.6,16.35,16.4,29559,半導體業
230320180607 ,2018/6/7,2303,聯電,16.45,16.6,16.4,16.6,38503,半導體業
230320180606 ,2018/6/6,2303,聯電,16.5,16.55,16.35,16.4,41874,半導體業
230320180605 ,2018/6/5,2303,聯電,16.6,16.65,16.45,16.5,31281,半導體業
230320180604 ,2018/6/4,2303,聯電,16.5,16.55,16.4,16.5,33404,半導體業
230320180601 ,2018/6/1,2303,聯電,16.65,16.7,16.4,16.45,30380,半導體業
230320180531 ,2018/5/31,2303,聯電,16.55,16.65,16.4,16.65,97120,半導體業
230320180530 ,2018/5/30,2303,聯電,16.3,16.7,16.25,16.4,54574,半導體業
230320180529 ,2018/5/29,2303,聯電,16.5,16.6,16.35,16.45,33254,半導體業
230320180528 ,2018/5/28,2303,聯電,16.45,16.5,16.25,16.4,34010,半導體業
230320180525 ,2018/5/25,2303,聯電,16.2,16.3,16.15,16.25,25392,半導體業
230320180524 ,2018/5/24,2303,聯電,16.2,16.3,16.05,16.2,13952,半導體業
230320180523 ,2018/5/23,2303,聯電,16.35,16.4,16.1,16.2,21015,半導體業
230320180522 ,2018/5/22,2303,聯電,16.25,16.65,16.2,16.2,43275,半導體業
230320180521 ,2018/5/21,2303,聯電,16.05,16.15,16,16.05,10345,半導體業
230320180518 ,2018/5/18,2303,聯電,16.15,16.15,15.95,16.05,22129,半導體業
230320180517 ,2018/5/17,2303,聯電,16.35,16.5,16.05,16.05,26417,半導體業
230320180516 ,2018/5/16,2303,聯電,16.4,16.55,16.2,16.3,33702,半導體業
230320180515 ,2018/5/15,2303,聯電,16.35,16.55,16.2,16.45,42549,半導體業
230320180514 ,2018/5/14,2303,聯電,16.2,16.4,16,16.4,32915,半導體業
230320180511 ,2018/5/11,2303,聯電,16.1,16.2,16,16.15,31393,半導體業
230320180510 ,2018/5/10,2303,聯電,16.35,16.45,15.95,15.95,23378,半導體業
230320180509 ,2018/5/9,2303,聯電,15.85,16.55,15.75,16.2,48096,半導體業
230320180508 ,2018/5/8,2303,聯電,15.8,15.85,15.65,15.85,25284,半導體業
230320180507 ,2018/5/7,2303,聯電,16.1,16.15,15.65,15.65,41619,半導體業
230320180504 ,2018/5/4,2303,聯電,16,16.4,15.95,16,49075,半導體業
230320180503 ,2018/5/3,2303,聯電,16.25,16.25,15.95,16.05,53929,半導體業
230320180502 ,2018/5/2,2303,聯電,16,16.85,16,16.25,105766,半導體業
230320180430 ,2018/4/30,2303,聯電,15.7,16.1,15.7,16,60872,半導體業
230320180427 ,2018/4/27,2303,聯電,15.7,15.95,15.6,15.7,45415,半導體業
230320180426 ,2018/4/26,2303,聯電,15.5,15.85,15.4,15.7,79247,半導體業
230320180425 ,2018/4/25,2303,聯電,15.3,15.6,15.3,15.5,50348,半導體業
