t_date,code,p_open,p_high,p_low,p_close,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred,pred_up,pred_down
2016/3/14,2891,17.05,17.1,16.95,17,31806,6739102,2411,0,39,1.17,10.37,9.53,º¦,1,0
2016/3/15,2891,17,17.05,16.55,16.6,36574,6731136,-5411,-2,-370,1.15,10.12,9.76,¶^,0,1
2016/3/16,2891,16.6,16.85,16.55,16.65,32497,6739940,4808,0,2502,1.15,10.15,9.73,º¦,1,0
2016/3/17,2891,16.85,17.05,16.75,16.9,38852,6758021,17262,0,-453,1.17,10.3,9.59,º¦,1,0
2016/3/18,2891,16.95,17,16.85,16.95,44269,6763971,4066,150,-1073,1.17,10.34,9.56,º¦,1,0
2016/3/21,2891,17,17.05,16.8,17,26991,6769148,5177,0,-629,1.17,10.37,9.53,º¦,1,0
2016/3/22,2891,16.95,16.95,16.75,16.85,26953,6768516,-2518,0,-488,1.16,10.27,9.61,¶^,0,1
2016/3/23,2891,16.85,16.95,16.65,16.85,20843,6770080,1564,-13,-491,1.16,10.27,9.61,¥­,0,0
2016/3/24,2891,16.75,16.9,16.6,16.9,26490,6778709,8629,0,22,1.17,10.3,9.59,º¦,1,0
2016/3/25,2891,16.95,16.95,16.75,16.8,9161,6781540,1601,0,688,1.16,10.24,9.64,¶^,0,1
2016/3/28,2891,16.8,16.85,16.7,16.7,13299,6788706,5281,4,425,1.15,10.18,9.7,¶^,0,1
2016/3/29,2891,16.75,16.8,16.5,16.6,28197,6790568,1769,-1,-906,1.15,10.12,9.76,¶^,0,1
2016/3/30,2891,16.6,17,16.55,16.95,49811,6821826,30027,-274,985,1.1,8.65,9.56,º¦,1,0
2016/3/31,2891,17.05,17.2,16.85,17,48846,6823346,865,0,1411,1.1,8.67,9.53,º¦,1,0
2016/4/1,2891,16.85,16.9,16.65,16.75,32820,6809782,-15614,0,-231,1.09,8.55,9.67,¶^,0,1
2016/4/6,2891,16.6,16.65,16.3,16.3,54695,6786926,-22951,0,-1882,1.06,8.32,9.94,¶^,0,1
2016/4/7,2891,16.3,16.35,16,16.05,49102,6759285,-26175,-2,-1133,1.04,8.19,10.09,¶^,0,1
2016/4/8,2891,16,16.35,16,16.3,31496,6764315,3513,0,-466,1.06,8.32,9.94,º¦,1,0
2016/4/11,2891,16.25,16.25,16.05,16.2,17868,6749785,-14530,0,-133,1.05,8.27,10,¶^,0,1
2016/4/12,2891,16.2,16.4,16.15,16.25,18353,6759045,9363,0,-204,1.06,8.29,9.97,º¦,1,0
2016/4/13,2891,16.3,16.4,16.15,16.3,36769,6747913,-11131,-63,1610,1.06,8.32,9.94,º¦,1,0
2016/4/14,2891,16.4,16.45,16.3,16.3,38624,6739059,-8853,0,158,1.06,8.32,9.94,¥­,0,0
2016/4/15,2891,16.35,16.45,16.3,16.4,33764,6732710,-6350,-99,171,1.07,8.37,9.88,º¦,1,0
2016/4/18,2891,16.4,16.5,16.35,16.45,30059,6734097,1388,0,-176,1.07,8.39,9.85,º¦,1,0
2016/4/19,2891,16.55,16.55,16.35,16.45,24568,6736392,3296,-96,-394,1.07,8.39,9.85,¥­,0,0
2016/4/20,2891,16.55,16.55,16.2,16.3,35232,6744872,8004,3,-1778,1.06,8.32,9.94,¶^,0,1
2016/4/21,2891,16.3,16.35,16.25,16.3,15275,6745932,5056,0,46,1.06,8.32,9.94,¥­,0,0
2016/4/22,2891,16.3,16.5,16.25,16.35,19520,6750929,4607,0,-512,1.06,8.34,9.91,º¦,1,0
2016/4/25,2891,16.35,16.5,16.3,16.5,15790,6753374,2446,-2,672,1.07,8.42,9.82,º¦,1,0
2016/4/26,2891,16.5,16.6,16.4,16.55,18051,6759510,6525,-59,-145,1.08,8.44,9.79,º¦,1,0
2016/4/27,2891,16.55,16.6,16.45,16.45,20749,6762758,3210,0,-324,1.07,8.39,9.85,¶^,0,1
2016/4/28,2891,16.6,16.6,16.35,16.45,27322,6761756,-1002,0,-114,1.07,8.39,9.85,¥­,0,0
2016/4/29,2891,16.35,16.4,16.2,16.4,32171,6773641,8886,0,474,1.07,8.37,9.88,¶^,0,1
2016/5/3,2891,16.55,16.75,16.45,16.5,68018,6734765,-38975,0,562,1.07,8.42,9.82,º¦,1,0
2016/5/4,2891,16.6,16.6,16.35,16.4,41621,6719352,-15227,0,-664,1.07,8.37,9.88,¶^,0,1
2016/5/5,2891,16.4,16.5,16.3,16.35,27731,6700565,-18831,-10,464,1.06,8.34,9.85,¶^,0,1
2016/5/6,2891,16.35,16.4,16.2,16.2,32881,6677309,-22437,0,-552,1.05,8.27,9.94,¶^,0,1
2016/5/9,2891,16.25,16.3,16.1,16.1,30432,6657239,-19250,0,-135,1.05,8.21,10,¶^,0,1
2016/5/10,2891,16.1,16.3,16.1,16.25,19276,6657755,-157,-4,113,1.06,8.29,9.91,º¦,1,0
2016/5/11,2891,16.3,16.35,16,16.05,36991,6628287,-27468,0,232,1.04,8.19,10.03,¶^,0,1
2016/5/12,2891,16,16.15,16,16.1,18553,6621591,-7785,0,-8,1.05,8.21,10,º¦,1,0
2016/5/13,2891,16.1,16.2,16.05,16.15,36432,6617407,-4185,-13,-116,1.05,8.24,9.97,º¦,1,0
2016/5/16,2891,16.15,16.3,16.15,16.3,22592,6621532,1545,0,-291,1.06,8.32,9.88,º¦,1,0
2016/5/17,2891,16.3,16.5,16.25,16.5,27752,6621268,-522,0,431,1.07,8.42,9.76,º¦,1,0
2016/5/18,2891,16.4,16.5,16.3,16.45,23696,6620825,-769,0,-101,1.07,8.39,9.79,¶^,0,1
2016/5/19,2891,16.35,16.4,16.2,16.3,28370,6608845,-11728,0,237,1.06,8.32,9.88,¶^,0,1
2016/5/20,2891,16.35,16.5,16.3,16.35,22618,6609629,1030,0,1364,1.06,8.34,9.85,º¦,1,0
2016/5/23,2891,16.3,16.6,16.2,16.5,37588,6606605,-3024,0,1275,1.07,8.42,9.76,º¦,1,0
2016/5/24,2891,16.6,16.6,16.45,16.5,22816,6607163,558,0,-421,1.07,8.42,9.76,¥­,0,0
2016/5/25,2891,16.5,16.7,16.45,16.65,36358,6606557,-648,0,863,1.08,8.49,9.67,º¦,1,0
2016/5/26,2891,16.65,16.7,16.55,16.65,18004,6607236,679,-16,-237,1.08,8.49,9.67,¥­,0,0
2016/5/27,2891,16.7,17,16.65,17,41977,6620239,13004,0,654,1.07,9.5,9.47,º¦,1,0
2016/5/30,2891,17.05,17.25,16.95,17.15,47956,6626360,-133,0,106,1.08,9.58,9.39,º¦,1,0
2016/5/31,2891,17.15,17.2,17.1,17.1,74099,6626016,-4653,362,-130,1.08,9.55,9.42,¶^,0,1
2016/6/1,2891,17.1,17.2,17.05,17.2,39598,6636573,11376,983,1137,1.08,9.61,9.36,º¦,1,0
2016/6/2,2891,17.2,17.2,17.1,17.1,36504,6642805,6232,610,1674,1.08,9.55,9.42,¶^,0,1
2016/6/3,2891,17.1,17.2,17.05,17.1,34211,6656181,16327,-272,3543,1.08,9.55,9.42,¥­,0,0
2016/6/4,2891,17.1,17.1,17,17.05,8307,6655824,504,0,2799,1.07,9.53,9.44,¶^,0,1
2016/6/6,2891,17.1,17.2,17,17.1,29126,6660383,5559,-200,2445,1.08,9.55,9.42,º¦,1,0
2016/6/7,2891,17.15,17.2,17.05,17.1,47278,6668082,7699,0,-1014,1.08,9.55,9.42,¥­,0,0
2016/6/8,2891,17.1,17.3,17.1,17.2,55851,6679132,21182,0,1162,1.08,9.61,9.36,º¦,1,0
2016/6/13,2891,16.3,16.65,16.3,16.35,168972,6640941,-36330,0,4114,1.03,9.13,9.85,¶^,0,1
2016/6/14,2891,16.4,16.5,16.35,16.5,64532,6632337,-7578,0,1140,1.04,9.22,9.76,º¦,1,0
2016/6/15,2891,16.45,16.55,16.35,16.5,41561,6638909,7814,0,3535,1.04,9.22,9.76,¥­,0,0
2016/6/16,2891,16.45,16.5,16.35,16.4,40193,6629560,-8036,-105,-633,1.03,9.16,9.82,¶^,0,1
2016/6/17,2891,16.5,16.5,16.4,16.5,28719,6631332,3248,-583,-331,1.04,9.22,9.76,º¦,1,0
2016/6/20,2891,16.55,16.6,16.5,16.6,31141,6642059,10727,-910,2533,1.05,9.27,9.7,º¦,1,0
2016/6/21,2891,16.6,16.65,16.55,16.65,42930,6661371,10605,-443,796,1.05,9.3,9.67,º¦,1,0
2016/6/22,2891,16.65,16.65,16.55,16.6,34293,6653703,-7259,0,1628,1.05,9.27,9.7,¶^,0,1
2016/6/23,2891,16.6,16.65,16.55,16.6,28234,6646930,-2774,0,1636,1.05,9.27,9.7,¥­,0,0
2016/6/24,2891,16.6,16.6,16.15,16.35,67971,6629082,-17848,70,-22,1.03,9.13,9.85,¶^,0,1
2016/6/27,2891,16.25,16.45,16.2,16.45,30044,6633633,4551,-237,2236,1.04,9.19,9.79,º¦,1,0
2016/6/28,2891,16.35,16.8,16.3,16.7,48706,6647749,14117,-56,1035,1.05,9.33,9.64,º¦,1,0
2016/6/29,2891,16.8,16.85,16.75,16.8,38500,6658018,10270,0,1620,1.06,9.39,9.58,º¦,1,0
2016/6/30,2891,16.9,16.9,16.8,16.85,37033,6652023,-995,-11,-294,1.06,9.41,9.55,º¦,1,0
2016/7/1,2891,16.85,16.95,16.8,16.9,30877,6657817,5794,0,3087,1.06,9.44,9.53,º¦,1,0
2016/7/4,2891,16.9,17,16.85,16.95,28074,6656814,-1002,0,-36,1.07,9.47,9.5,º¦,1,0
2016/7/5,2891,17,17.1,16.9,17,43334,6659716,2903,-142,955,1.07,9.5,9.47,º¦,1,0
2016/7/6,2891,17,17,16.9,16.95,47050,6654196,-5520,-150,65,1.07,9.47,9.5,¶^,0,1
2016/7/7,2891,16.95,17,16.9,16.9,30778,6650143,-4053,0,-78,1.06,9.44,9.53,¶^,0,1
2016/7/11,2891,17,17.3,16.95,17.25,71791,6660492,10349,0,1265,1.09,9.64,9.33,º¦,1,0
2016/7/12,2891,17.3,17.55,17.25,17.55,68379,6689450,28958,0,-1106,1.11,9.8,9.17,º¦,1,0
2016/7/13,2891,17.6,17.7,17.55,17.65,65196,6706783,17291,0,-949,1.11,9.86,9.12,º¦,1,0
2016/7/14,2891,17.6,17.7,17.55,17.65,68411,6684226,-22699,-180,-47,1.11,9.86,9.12,¥­,0,0
2016/7/15,2891,17.65,17.9,17.6,17.9,65076,6702566,18005,-73,579,1.13,10,8.99,º¦,1,0
2016/7/18,2891,17.95,18.15,17.95,18.1,60021,6714841,6966,0,956,1.14,10.11,8.9,º¦,1,0
2016/7/19,2891,18.15,18.25,18,18.25,57490,6737158,25095,31,-1294,1.15,10.2,8.82,º¦,1,0
2016/7/20,2891,18.2,18.25,18.05,18.15,52642,6753757,11833,109,-1822,1.14,10.14,8.87,¶^,0,1
2016/7/21,2891,18.2,18.25,18.1,18.2,58217,6758747,1467,-36,1006,1.15,10.17,8.85,º¦,1,0
2016/7/22,2891,18.2,18.2,18,18.1,53343,6765305,-4684,364,-361,1.14,10.11,8.9,¶^,0,1
2016/7/25,2891,18.15,18.25,18,18.15,60114,6781453,12372,692,46,1.14,10.14,8.87,º¦,1,0
2016/7/26,2891,18.1,18.2,18.1,18.2,51828,6805256,10452,229,390,1.15,10.17,8.85,º¦,1,0
2016/7/27,2891,18.2,18.3,18.2,18.3,81785,6806088,833,-31,7980,1.15,10.22,8.8,º¦,1,0
2016/7/28,2891,18.3,18.45,18.25,18.4,130013,6796864,-9225,91,20969,1.16,10.28,8.75,º¦,1,0
2016/7/29,2891,17.75,17.8,17.6,17.6,95157,6783660,-10651,-33,-25630,1.11,9.83,9.15,¶^,0,1
2016/8/1,2891,17.65,17.75,17.55,17.65,43522,6787934,7180,1,-1473,1.11,9.86,9.12,º¦,1,0
2016/8/2,2891,17.6,17.7,17.45,17.65,31061,6781517,-3550,-16,-1955,1.11,9.86,9.12,¥­,0,0
2016/8/3,2891,17.5,17.6,17.45,17.6,24953,6782180,663,56,-784,1.11,9.83,9.15,¶^,0,1
2016/8/4,2891,17.6,17.6,17.4,17.6,43165,6763073,-19149,138,-1734,1.11,9.83,9.15,¥­,0,0
2016/8/5,2891,17.6,17.75,17.55,17.65,38044,6757793,-5849,-8,-2123,1.11,9.86,9.12,º¦,1,0
2016/8/8,2891,17.65,17.75,17.6,17.7,39122,6739083,-18710,-12,-652,1.12,9.89,9.1,º¦,1,0
2016/8/9,2891,17.65,17.75,17.6,17.75,45395,6730749,-8334,19,-702,1.12,9.92,9.07,º¦,1,0
2016/8/10,2891,17.75,18,17.7,18,56368,6725116,-5632,7,1633,1.13,10.06,8.94,º¦,1,0
2016/8/11,2891,18.1,18.1,17.8,17.9,57931,6710075,-14472,12,-2131,1.13,10,8.99,¶^,0,1
2016/8/12,2891,17.85,18,17.85,17.95,40510,6711065,-1889,179,-352,1.13,10.03,8.97,º¦,1,0
2016/8/15,2891,18,18.2,17.9,18.2,39135,6720775,9711,327,-424,1.15,10.17,8.85,º¦,1,0
2016/8/16,2891,18.25,18.3,18.2,18.3,52113,6732086,11312,1774,-513,1.15,10.22,8.8,º¦,1,0
2016/8/17,2891,18.3,18.4,18.25,18.35,49418,6741904,9818,-25,-297,1.16,10.25,8.77,º¦,1,0
2016/8/18,2891,18.45,19.7,18.45,19.25,207359,6774052,32148,2590,11669,1.21,10.75,8.36,º¦,1,0
2016/8/19,2891,19.4,19.7,18.9,18.9,183698,6746809,-29100,4379,-5029,1.19,10.56,8.52,¶^,0,1
2016/8/22,2891,18.8,18.8,18.4,18.6,68083,6741006,-6201,1951,5016,1.17,10.39,8.66,¶^,0,1
2016/8/23,2891,18.6,18.7,18.45,18.45,35907,6747350,5923,269,3050,1.16,10.31,8.73,¶^,0,1
2016/8/24,2891,18.45,18.55,18.05,18.1,43838,6746930,-429,-21,2368,1.14,10.11,8.9,¶^,0,1
2016/8/25,2891,18.3,19.2,18.25,18.8,72438,6771034,25816,0,4285,1.18,10.5,8.56,º¦,1,0
2016/8/26,2891,18.8,18.9,18.7,18.7,34486,6764088,-5797,316,-1069,1.18,10.45,8.61,¶^,0,1
2016/8/29,2891,18.7,18.85,18.55,18.8,29005,6773045,8957,-23,-160,1.2,10.44,8.56,º¦,1,0
2016/8/30,2891,18.85,18.95,18.65,18.7,25963,6771919,-1222,115,1020,1.2,10.39,8.61,¶^,0,1
2016/8/31,2891,18.7,18.75,18.35,18.35,53716,6756289,-11441,68,11,1.18,10.19,8.77,¶^,0,1
2016/9/1,2891,18.35,18.4,18.05,18.25,36922,6753130,-3159,379,2795,1.17,10.14,8.82,¶^,0,1
2016/9/2,2891,18.25,18.55,18.2,18.45,23092,6761187,7569,-1100,1457,1.18,10.25,8.73,º¦,1,0
2016/9/5,2891,18.5,18.65,18.4,18.65,17055,6769392,7316,687,-978,1.19,10.36,8.63,º¦,1,0
2016/9/6,2891,18.65,18.8,18.6,18.75,27403,6777594,7325,-1000,-103,1.2,10.42,8.59,º¦,1,0
2016/9/7,2891,18.7,18.9,18.65,18.85,35254,6797628,18676,36,569,1.21,10.47,8.54,º¦,1,0
2016/9/8,2891,18.8,18.85,18.7,18.75,16150,6797473,-1578,0,-252,1.2,10.42,8.59,¶^,0,1
2016/9/9,2891,18.6,18.7,18.5,18.7,21791,6806123,-5647,-547,-223,1.2,10.39,8.61,¶^,0,1
2016/9/10,2891,18.35,18.55,18.35,18.45,12937,6803046,-3077,0,-799,1.18,10.25,8.73,¶^,0,1
2016/9/12,2891,18.3,18.35,18.15,18.25,26474,6787728,-15701,-418,-199,1.17,10.14,8.82,¶^,0,1
2016/9/13,2891,18.35,18.35,18.1,18.15,27730,6775532,-12067,-14,-96,1.16,10.08,8.87,¶^,0,1
2016/9/14,2891,18,18.15,17.8,17.8,57851,6752889,-22643,221,1405,1.14,9.89,9.04,¶^,0,1
2016/9/19,2891,18.1,18.45,18.05,18.25,30933,6756641,3752,0,309,1.17,10.14,8.82,º¦,1,0
2016/9/20,2891,18.25,18.45,18.25,18.4,19729,6749451,-3382,0,148,1.18,10.22,8.75,º¦,1,0
2016/9/21,2891,18.4,18.45,18.3,18.45,18577,6751276,1673,0,-945,1.18,10.25,8.73,º¦,1,0
2016/9/22,2891,18.5,18.55,18.35,18.45,12457,6752918,2032,-19,-474,1.18,10.25,8.73,¥­,0,0
2016/9/23,2891,18.45,18.5,18.35,18.5,16454,6757253,4241,0,-663,1.19,10.28,8.7,º¦,1,0
2016/9/26,2891,18.35,18.5,18.2,18.4,18219,6757095,-158,-835,-600,1.18,10.22,8.75,¶^,0,1
2016/9/29,2891,18.5,18.6,18.4,18.45,42284,6759547,12663,-825,104,1.18,10.25,8.73,º¦,1,0
2016/9/30,2891,18.35,18.35,18.2,18.2,29824,6756122,-11976,-441,-299,1.17,10.11,8.85,¶^,0,1
2016/10/3,2891,18.3,18.35,18.2,18.35,18132,6756142,20,-709,-395,1.18,10.19,8.77,º¦,1,0
2016/10/4,2891,18.35,18.45,18.3,18.45,21178,6762144,6217,0,23,1.18,10.25,8.73,º¦,1,0
2016/10/5,2891,18.3,18.45,18.3,18.4,22339,6767424,5207,-250,-909,1.18,10.22,8.75,¶^,0,1
2016/10/6,2891,18.3,18.4,18.25,18.4,34293,6771488,4063,0,314,1.18,10.22,8.75,¥­,0,0
2016/10/7,2891,18.3,18.35,18.2,18.3,31835,6762317,-9172,0,1322,1.17,10.17,8.8,¶^,0,1
2016/10/11,2891,18.3,18.3,18.15,18.15,59319,6757662,-4305,-435,8361,1.16,10.08,8.87,¶^,0,1
2016/10/12,2891,16.95,17.4,16.95,17.35,54603,6762621,4971,18,-7946,1.11,9.64,9.28,¶^,0,1
2016/10/13,2891,17.4,17.5,17.2,17.2,43936,6752037,-10585,-36,-2000,1.1,9.56,9.36,¶^,0,1
2016/10/14,2891,17.15,17.2,17,17.05,28244,6746664,-5527,-47,-46,1.09,9.47,9.44,¶^,0,1
2016/10/17,2891,17.05,17.05,16.85,17,38398,6741382,-5326,0,-1472,1.09,9.44,9.47,¶^,0,1
2016/10/18,2891,17,17.1,16.9,17,31860,6750798,8435,-70,-2040,1.09,9.44,9.47,¥­,0,0
2016/10/19,2891,17.05,17.15,17,17.1,21700,6759744,9540,0,-299,1.1,9.5,9.42,º¦,1,0
2016/10/20,2891,17.15,17.25,17.1,17.2,17590,6764634,2941,-26,218,1.1,9.56,9.36,º¦,1,0
2016/10/21,2891,17.3,17.45,17.2,17.35,41941,6762973,-1661,-47,-1022,1.11,9.64,9.28,º¦,1,0
2016/10/24,2891,17.35,17.4,17.1,17.15,23381,6763317,-1114,0,-176,1.1,9.53,9.39,¶^,0,1
2016/10/25,2891,17.1,17.3,17.05,17.15,21719,6762818,-510,0,3070,1.1,9.53,9.39,¥­,0,0
2016/10/26,2891,17.15,17.25,17.05,17.1,30766,6767684,2099,0,-1598,1.1,9.5,9.42,¶^,0,1
2016/10/27,2891,17.1,17.2,17,17.05,26011,6766214,-1486,0,-1917,1.09,9.47,9.44,¶^,0,1
2016/10/28,2891,17,17.15,17,17.15,23174,6774330,8094,0,-365,1.1,9.53,9.39,º¦,1,0
2016/10/31,2891,17.05,17.1,16.95,17,38181,6774974,541,-18,-140,1.09,9.44,9.47,¶^,0,1
2016/11/1,2891,17,17.1,16.95,17.1,23182,6784466,8838,-7,-53,1.1,9.5,9.42,º¦,1,0
2016/11/2,2891,17,17.1,16.95,17.05,30961,7338390,13696,0,-299,1.09,9.47,9.44,¶^,0,1
2016/11/3,2891,17,17.1,16.9,16.9,23715,7341860,3543,-2,-320,1.08,9.39,9.53,¶^,0,1
2016/11/4,2891,16.95,17,16.9,16.9,22245,7344547,2672,-1,-829,1.08,9.39,9.53,¥­,0,0
2016/11/7,2891,17,17,16.9,16.9,16393,7344029,-518,-23,-603,1.08,9.39,9.53,¥­,0,0
2016/11/8,2891,17,17.1,16.95,17.1,19944,7351886,7783,1,-53,1.1,9.5,9.42,º¦,1,0
2016/11/9,2891,17.15,17.2,16.7,16.7,48799,7336618,-15394,-674,-862,1.07,9.28,9.64,¶^,0,1
2016/11/10,2891,17,17.15,16.9,17.05,30627,7345677,8983,-129,278,1.09,9.47,9.44,º¦,1,0
2016/11/11,2891,16.9,17,16.8,16.8,37067,7328821,-16856,-163,-135,1.08,9.33,9.58,¶^,0,1
2016/11/14,2891,16.8,17.15,16.7,16.9,38338,7320200,-10011,-162,897,1.08,9.39,9.53,º¦,1,0
2016/11/15,2891,17.15,17.55,17.1,17.1,84866,7355437,32607,-105,1247,1.1,9.5,9.42,º¦,1,0
2016/11/16,2891,17.25,17.35,17,17.05,30006,7356454,2498,0,-365,1.09,9.47,9.44,¶^,0,1
2016/11/17,2891,17.1,17.3,17.05,17.3,43386,7374148,22484,-130,-589,1.11,9.61,9.31,º¦,1,0
2016/11/18,2891,17.3,17.3,17.05,17.1,36578,7366541,-7786,25,224,1.1,9.5,9.42,¶^,0,1
2016/11/21,2891,17.1,17.15,17.05,17.15,16900,7366956,415,-53,-438,1.1,9.53,9.39,º¦,1,0
2016/11/22,2891,17.15,17.45,17.15,17.2,34381,7377280,10314,0,1668,1.1,9.56,9.36,º¦,1,0
2016/11/23,2891,17.3,17.4,17.2,17.25,23327,7382673,5393,0,-852,1.11,9.58,9.33,º¦,1,0
2016/11/24,2891,17.3,17.4,17.25,17.35,27052,7385820,3148,-50,224,1.11,9.64,9.28,º¦,1,0
2016/11/25,2891,17.4,17.45,17.3,17.35,25590,7388774,2916,0,-227,1.11,9.64,9.28,¥­,0,0
2016/11/28,2891,17.45,17.75,17.4,17.5,58908,7397080,8270,200,2219,1.12,9.72,9.2,º¦,1,0
2016/11/29,2891,17.5,17.5,17.25,17.25,31815,7390908,-6235,-148,-1076,1.08,9.22,9.33,¶^,0,1
2016/11/30,2891,17.4,17.5,17.3,17.5,41784,7404791,13856,81,97,1.09,9.36,9.2,º¦,1,0
2016/12/1,2891,17.5,17.55,17.4,17.55,28829,7411610,6502,0,674,1.1,9.39,9.17,º¦,1,0
2016/12/2,2891,17.5,17.7,17.45,17.6,31007,7425816,14171,0,-926,1.1,9.41,9.15,º¦,1,0
2016/12/5,2891,17.6,17.7,17.5,17.55,31785,7435399,9537,0,-207,1.1,9.39,9.17,¶^,0,1
2016/12/6,2891,17.7,17.7,17.5,17.6,34528,7439502,4027,830,667,1.1,9.41,9.15,º¦,1,0
2016/12/7,2891,17.7,17.7,17.55,17.65,21857,7447610,8953,0,472,1.1,9.44,9.12,º¦,1,0
2016/12/8,2891,17.7,17.9,17.6,17.9,63632,7476612,28962,660,549,1.12,9.57,8.99,º¦,1,0
2016/12/9,2891,17.9,18,17.8,18,59556,7512055,35402,0,297,1.12,9.63,8.94,º¦,1,0
2016/12/12,2891,18.05,18.25,17.85,17.9,48964,7517672,5531,30,2134,1.12,9.57,8.99,¶^,0,1
2016/12/13,2891,17.9,18,17.85,18,37287,7527083,9411,0,-1177,1.12,9.63,8.94,º¦,1,0
2016/12/14,2891,18.05,18.1,17.8,17.85,35059,7532429,5505,-709,-3378,1.11,9.55,9.02,¶^,0,1
2016/12/15,2891,17.8,18.05,17.75,18,63798,7546086,13658,-1029,2119,1.12,9.63,8.94,º¦,1,0
2016/12/16,2891,18.1,18.1,17.9,18,42199,7563085,16843,40,-936,1.12,9.63,8.94,¥­,0,0
2016/12/19,2891,18,18,17.8,17.85,36373,7582495,19280,0,-886,1.11,9.55,9.02,¶^,0,1
2016/12/20,2891,17.85,17.9,17.7,17.8,32279,7589904,6025,0,-2252,1.11,9.52,9.04,¶^,0,1
2016/12/21,2891,17.8,17.85,17.7,17.7,18913,7586546,-3358,0,-2702,1.1,9.47,9.1,¶^,0,1
2016/12/22,2891,17.7,17.75,17.5,17.55,30564,7588081,1535,0,-813,1.1,9.39,9.17,¶^,0,1
2016/12/23,2891,17.5,17.55,17.35,17.45,24582,7591089,3009,211,-1291,1.09,9.33,9.23,¶^,0,1
2016/12/26,2891,17.45,17.6,17.45,17.55,22618,7602108,11019,-5,-28,1.1,9.39,9.17,º¦,1,0
2016/12/27,2891,17.6,17.65,17.5,17.5,27951,7623148,21040,70,-2128,1.09,9.36,9.2,¶^,0,1
2016/12/28,2891,17.55,17.7,17.55,17.6,38502,7646350,23537,0,372,1.1,9.41,9.15,º¦,1,0
2016/12/29,2891,17.65,17.7,17.5,17.55,44873,7665327,18976,0,-134,1.1,9.39,9.17,¶^,0,1
2016/12/30,2891,17.65,17.75,17.6,17.65,27020,7672824,7498,0,4,1.1,9.44,9.12,º¦,1,0
