t_date,p_close,code,volume,fi_st,fi_netbs,it_netbs,sq_netbs,pbr,per,dividend_yield,pred_days
2017/7/17,14.35,2887,26842,2557349,1404,-4,-205,0.98,13.67,6.69,D
2017/7/18,14.25,2887,16226,2550021,-7328,31,-66,0.98,13.57,6.74,D
2017/7/19,14.25,2887,17336,2546617,-3415,0,536,0.98,13.57,6.74,E
2017/7/20,14.1,2887,19630,2543076,-3542,7,-95,0.97,13.43,6.81,E
2017/7/21,14.05,2887,13933,2539936,-3185,-1,50,0.96,13.38,6.83,E
2017/7/24,14.15,2887,17289,2543464,3217,0,2236,0.97,13.48,6.78,E
2017/7/25,14.2,2887,13077,2544269,-634,4,211,0.97,13.52,6.76,E
2017/7/26,14.15,2887,10396,2545108,-2996,-16,249,0.97,13.48,6.78,E
2017/7/27,14.25,2887,8328,2549433,4325,0,3,0.98,13.57,6.74,E
2017/7/28,14.15,2887,6079,2551114,-57,2,30,0.97,13.48,6.78,E
2017/7/31,14.2,2887,13112,2552231,1118,17,12,0.97,13.52,6.76,E
2017/8/1,14.2,2887,13564,2554244,2014,-7,68,0.97,13.52,6.76,E
2017/8/2,14.35,2887,20117,2557169,2925,-2,736,0.98,13.67,6.69,E
2017/8/3,14.3,2887,13978,2552885,-4284,18,-58,0.98,13.62,6.71,E
2017/8/4,14.4,2887,16244,2558583,5698,23,-94,0.99,13.71,6.67,E
2017/8/7,14.4,2887,19763,2559371,788,18,2675,0.99,13.71,6.67,E
2017/8/8,14.4,2887,14652,2563895,4523,22,2253,0.99,13.71,6.67,E
2017/8/9,14.35,2887,25629,2568693,4798,35,-3455,0.98,13.67,6.62,E
2017/8/10,14.05,2887,35947,2570234,1540,19,791,0.96,13.38,6.76,E
2017/8/11,14.15,2887,24058,2569014,-1219,4,2054,0.97,13.48,6.71,E
2017/8/14,14,2887,34887,2566890,-2124,18,205,0.96,13.33,6.79,E
2017/8/15,13.9,2887,75036,2565401,-1489,264,7400,0.95,13.24,6.83,E
2017/8/16,12.95,2887,77226,2580339,14939,813,-8725,0.89,12.33,7.34,B
2017/8/17,13.05,2887,23518,2575650,-4689,1,-5947,0.9,12.43,7.28,C
2017/8/18,12.95,2887,15357,2574871,-779,0,-280,0.89,12.33,7.34,B
2017/8/21,12.95,2887,8781,2573331,-1551,62,-302,0.89,12.33,7.34,B
2017/8/22,13,2887,9843,2574438,1095,0,-113,0.89,12.38,7.31,B
2017/8/23,13.05,2887,17870,2571305,-3294,78,-3504,0.9,12.43,7.28,B
2017/8/24,13.4,2887,30094,2581865,10495,18,-1306,0.92,12.76,7.09,D
2017/8/25,13.35,2887,10235,2582359,584,-6,-5357,0.92,12.71,7.12,D
2017/8/28,13.4,2887,11696,2586243,3820,3,-2145,0.92,12.76,7.09,D
2017/8/29,13.3,2887,11416,2584269,-2019,0,-2690,0.91,12.67,7.14,D
2017/8/30,13.4,2887,16510,2699994,4872,0,-1371,0.92,12.76,7.09,D
2017/8/31,13.4,2887,13290,2700602,607,14,-494,0.93,12.07,7.09,D
2017/9/1,13.4,2887,9879,2701148,519,-7,12,0.93,12.07,7.09,D
2017/9/4,13.25,2887,7749,2700272,-893,0,-248,0.92,11.94,7.17,D
2017/9/5,13.35,2887,11895,2700917,645,2,-51,0.93,12.03,7.12,D
2017/9/6,13.15,2887,12766,2695631,-6496,-4,-353,0.91,11.85,7.22,C
2017/9/7,13.2,2887,14845,2693012,-2619,96,-310,0.92,11.89,7.2,C
2017/9/8,13.25,2887,12458,2692162,-861,18,-216,0.92,11.94,7.17,C
2017/9/11,13.25,2887,8108,2691438,-725,0,-21,0.92,11.94,7.17,C
2017/9/12,13.3,2887,11922,2689240,-2198,183,209,0.92,11.98,7.14,C
2017/9/13,13.2,2887,10929,2683072,-6214,50,2,0.92,11.89,7.2,B
2017/9/14,13.15,2887,10661,2680279,-2792,15,-68,0.91,11.85,7.22,B
2017/9/15,13.3,2887,20547,2679683,-595,42,48,0.92,11.98,7.14,B
2017/9/18,13.4,2887,13583,2684235,4552,135,-76,0.93,12.07,7.09,C
2017/9/19,13.25,2887,8828,2680531,-3705,113,-602,0.92,11.94,7.17,C
2017/9/20,13.3,2887,10061,2680461,-69,0,-275,0.92,11.98,7.14,C
2017/9/21,13.25,2887,9892,2675482,-4979,0,-161,0.92,11.94,7.17,C
2017/9/22,13.15,2887,9835,2671494,-4117,118,-115,0.91,11.85,7.22,B
2017/9/25,13.1,2887,14414,2667839,-3655,70,53,0.91,11.8,7.25,B
2017/9/26,13.1,2887,8233,2667922,605,0,-101,0.91,11.8,7.25,B
2017/9/27,13.1,2887,5729,2666900,-925,0,-215,0.91,11.8,7.25,B
2017/9/28,13.1,2887,8479,2663277,-3360,19,-170,0.91,11.8,7.25,B
2017/9/29,13.05,2887,7890,2664346,1057,-4,0,0.91,11.76,7.28,B
2017/9/30,13.05,2887,2989,2664346,0,0,0,0.91,11.76,7.28,B
2017/10/2,13.05,2887,5745,2666504,2158,79,158,0.91,11.76,7.28,B
2017/10/3,13.1,2887,8102,2668445,1703,0,-12,0.91,11.8,7.25,B
2017/10/5,13.15,2887,6192,2671265,2596,112,-245,0.91,11.85,7.22,B
2017/10/6,13.2,2887,6769,2672230,1737,0,-12,0.92,11.89,7.2,C
2017/10/11,13.3,2887,16474,2677157,4927,-12,-391,0.92,11.98,7.14,C
2017/10/12,13.4,2887,34732,2671791,-5366,56,-28,0.93,12.07,7.09,C
2017/10/13,13.4,2887,9979,2671389,-879,66,159,0.93,12.07,7.09,C
2017/10/16,13.45,2887,16549,2672773,1254,127,20,0.93,12.12,7.06,D
2017/10/17,13.45,2887,5833,2675824,3051,-5,1,0.93,12.12,7.06,C
2017/10/18,13.35,2887,18408,2677742,1384,462,-72,0.93,12.03,7.12,C
2017/10/19,13.3,2887,6255,2677432,-779,-30,180,0.92,11.98,7.14,C
2017/10/20,13.3,2887,12885,2678391,735,0,-8,0.92,11.98,7.14,C
2017/10/23,13.35,2887,5064,2678166,-149,317,-70,0.93,12.03,7.12,C
2017/10/24,13.35,2887,3697,2679331,1116,-6,-99,0.93,12.03,7.12,B
2017/10/25,13.35,2887,5550,2682077,1237,272,36,0.93,12.03,7.12,B
2017/10/26,13.25,2887,5589,2680247,-2138,-5,-13,0.92,11.94,7.17,B
2017/10/27,13.3,2887,7296,2681004,425,972,-17,0.92,11.98,7.14,B
2017/10/30,13.3,2887,6566,2681970,279,0,-5,0.92,11.98,7.14,B
2017/10/31,13.2,2887,10194,2681576,-2009,2,157,0.92,11.89,7.2,B
2017/11/1,13.25,2887,5601,2681655,79,-18,-18,0.92,11.94,7.17,B
2017/11/2,13.25,2887,7638,2680061,-2605,0,-180,0.92,11.94,7.17,B
2017/11/3,13.25,2887,4371,2679163,-879,0,0,0.92,11.94,7.17,B
2017/11/6,13.3,2887,8872,2676945,-2908,0,-24,0.92,11.98,7.14,B
2017/11/7,13.3,2887,7880,2674473,-1461,0,-4,0.92,11.98,7.14,B
2017/11/8,13.3,2887,8535,2673346,-1317,0,33,0.92,11.98,7.14,B
2017/11/9,13.35,2887,15269,2677136,3518,-17,-36,0.93,12.03,7.12,B
2017/11/10,13.3,2887,3764,2676464,-972,0,-41,0.92,11.98,7.14,B
2017/11/13,13.3,2887,9129,2675302,-1162,-3,8,0.92,11.98,7.14,B
2017/11/14,13.35,2887,13633,2678572,3207,-14,-220,0.93,12.03,7.12,B
2017/11/15,13.25,2887,6741,2676425,-2351,0,-94,0.92,11.94,7.17,B
2017/11/16,13.2,2887,8438,2668163,-1131,0,-1,0.92,11.89,7.2,B
2017/11/17,13.2,2887,9791,2664882,-3282,-2,-106,0.92,11.89,7.2,B
2017/11/20,13.25,2887,8547,2662507,-2341,0,240,0.92,11.94,7.17,B
2017/11/21,13.6,2887,43312,2679862,17355,0,8,0.95,12.25,6.99,B
2017/11/22,13.75,2887,38274,2692155,12350,0,297,0.96,12.39,6.91,C
2017/11/23,13.65,2887,9161,2694584,2428,-50,5,0.95,12.3,6.96,C
2017/11/24,13.55,2887,10791,2695666,1082,0,-3,0.94,12.21,7.01,B
2017/11/27,13.5,2887,9234,2695390,-275,0,-1067,0.94,12.16,7.04,B
2017/11/28,13.55,2887,12855,2696674,950,-13,-2068,0.96,12.21,7.01,B
2017/11/29,13.6,2887,10467,2698973,2299,-70,-1076,0.96,12.25,6.99,B
2017/11/30,13.5,2887,36801,2703470,4496,-15,13,0.95,12.16,7.04,B
2017/12/1,13.55,2887,31565,2711224,7754,9,2,0.96,12.21,7.01,B
2017/12/4,13.7,2887,16503,2714427,3120,0,0,0.97,12.34,6.93,B
2017/12/5,13.75,2887,16957,2721098,6671,0,-54,0.97,12.39,6.91,B
2017/12/6,13.65,2887,15341,2727234,6136,23,-117,0.96,12.3,6.96,B
2017/12/7,13.5,2887,16296,2725451,-1782,-3,47,0.95,12.16,7.04,A
2017/12/8,13.55,2887,16102,2728449,3118,0,1,0.96,12.21,7.01,A
2017/12/11,13.5,2887,11879,2727505,-824,0,0,0.95,12.16,7.04,A
2017/12/12,13.5,2887,16464,2726859,-289,5,0,0.95,12.16,7.04,A
2017/12/13,13.6,2887,15059,2730204,3316,0,0,0.96,12.25,6.99,A
2017/12/14,13.7,2887,21654,2731844,1640,0,2,0.97,12.34,6.93,A
2017/12/15,13.7,2887,33375,2731266,-578,146,-815,0.97,12.34,6.93,A
2017/12/18,13.7,2887,11636,2730879,-196,0,-67,0.97,12.34,6.93,A
2017/12/19,13.75,2887,9823,2734631,3751,0,-55,0.97,12.39,6.91,A
2017/12/20,13.7,2887,16368,2731012,-3428,0,-107,0.97,12.34,6.93,A
2017/12/21,13.7,2887,6436,2731755,840,0,-10,0.97,12.34,6.93,A
2017/12/22,13.75,2887,15135,2735203,3448,0,0,0.97,12.39,6.91,A
2017/12/25,13.75,2887,3224,2735446,243,0,23,0.97,12.39,6.91,A
2017/12/26,13.75,2887,10430,2735236,-210,-45,-200,0.97,12.39,6.91,A
2017/12/27,13.85,2887,17610,2733752,-1484,-40,0,0.98,12.48,6.86,A
2017/12/28,13.8,2887,11569,2736955,3203,-12,0,0.97,12.43,6.88,A
2017/12/29,13.85,2887,12809,2738752,1879,-38,0,0.98,12.48,6.86,A
2014/6/16,13.4,2890,12649,2868674,-4287,-30,37,0.99,10.15,8.51,A
2014/6/17,13.4,2890,16334,2854067,118,-964,192,0.99,10.15,8.51,A
2014/6/20,13.45,2890,15481,2836408,-3293,-473,55,0.99,10.19,8.48,A
2014/6/23,13.4,2890,12756,2828984,-165,0,253,0.99,10.15,8.51,A
2014/6/24,13.45,2890,9883,2820453,-1997,-92,-135,0.99,10.19,8.48,A
2014/6/25,13.35,2890,8586,2819015,-1088,-9,0,0.98,10.11,8.54,A
2014/6/26,13.4,2890,10415,2817739,-1256,0,184,0.99,10.15,8.51,A
2014/6/27,13.4,2890,12493,2811117,-4904,-17,0,0.99,10.15,8.51,A
2014/6/30,13.45,2890,10014,2808521,-2547,-28,106,0.99,10.19,8.48,A
2014/7/1,13.45,2890,15065,2804341,-4234,-17,273,0.99,10.19,8.48,A
2014/7/31,14.15,2890,27032,2780654,-2237,68,238,1.04,10.72,8.06,A
2015/3/24,12.8,2890,31055,3157143,-6442,-13,-64,0.97,8.26,9.69,A
2015/3/25,12.9,2890,21534,3159603,2352,-4,-285,0.97,8.32,9.61,A
2015/3/26,12.95,2890,18860,3164002,4342,0,-321,0.98,9.45,9.58,A
2015/3/27,12.85,2890,18775,3160800,-3210,-111,-220,0.97,9.38,9.65,A
2015/3/30,12.9,2890,19708,3164568,3758,0,9,0.97,9.42,9.61,A
2015/3/31,13.05,2890,26231,3174033,11798,-41,-330,0.98,9.53,9.5,A
2015/4/1,12.95,2890,21245,3175541,1464,0,-102,0.98,9.45,9.58,A
2015/4/2,13,2890,18739,3178535,3064,0,-33,0.98,9.49,9.54,A
2015/4/7,13.05,2890,19445,3182452,3767,0,-65,0.98,9.53,9.5,A
2015/4/8,13.05,2890,13231,3180331,-2182,0,-56,0.98,9.53,9.5,A
2015/4/9,13.1,2890,20177,3181631,1165,0,-237,0.99,9.56,9.47,A
2015/4/10,13.15,2890,15462,3184807,3140,0,-44,0.99,9.6,9.43,A
2015/4/13,13.15,2890,10928,3184406,-219,0,-47,0.99,9.6,9.43,A
2015/4/14,13.15,2890,12860,3182455,-1842,-8,-290,0.99,9.6,9.43,A
2015/4/15,13,2890,21919,3174648,-7822,-115,-435,0.98,9.49,9.54,A
2015/4/16,13.2,2890,17001,3182032,7374,0,-194,1,9.64,9.39,A
2015/4/17,13.15,2890,18990,3186262,4220,0,-52,0.99,9.6,9.43,A
2015/4/20,13.15,2890,11150,3190120,3859,-6,61,0.99,9.6,9.43,A
2015/4/21,13.25,2890,13077,3196227,6211,0,0,1,9.67,9.36,A
2015/4/22,13.35,2890,22761,3198018,1777,0,184,1.01,9.74,9.29,A
2015/8/19,10.35,2890,26851,3276623,2013,499,-975,0.76,7.19,11.98,A
2015/8/20,10.4,2890,20686,3280345,2073,5,30,0.77,7.22,11.92,A
2015/8/21,10.05,2890,25921,3280934,84,341,-37,0.74,6.98,12.34,A
2015/8/24,9.67,2890,36232,3276662,-5120,0,-535,0.71,6.72,12.82,A
2015/8/25,10.15,2890,28403,3277204,-381,3,-149,0.75,7.05,12.22,A
2015/9/23,10.6,2890,26316,3571982,-7628,0,-81,0.8,8.15,11.7,A
2015/9/24,10.55,2890,14210,3570902,-1152,0,27,0.79,8.12,11.75,A
2016/1/11,8.54,2890,27366,3200512,-17811,0,-72,0.67,8.13,14.52,A
2016/1/12,8.53,2890,23152,3191117,-8556,-4,-22,0.67,8.12,14.54,A
2016/1/13,8.7,2890,18158,3194273,3156,-3,-218,0.68,8.29,14.25,A
2016/1/14,8.49,2890,16689,3192291,-2002,0,-5,0.66,8.09,14.61,A
2016/1/15,8.34,2890,25754,3182458,-10033,-69,-1354,0.65,7.94,14.87,A
2014/1/2,20.5,2891,29539,6094340,822,331,-737,1.6,12.58,6.88,E
2014/1/3,20.1,2891,35578,6085559,-8820,986,-110,1.57,12.33,7.01,D
2014/1/6,19.85,2891,34761,6080613,-4946,-980,-390,1.55,12.18,7.1,D
2014/1/7,20.05,2891,28146,6094073,8924,-10,437,1.57,12.3,7.03,D
2014/1/8,20.05,2891,24601,6096484,2351,-734,389,1.57,12.3,7.03,D
2014/1/9,19.95,2891,28151,6099787,3303,-2717,58,1.56,12.24,7.07,D
2014/1/10,19.85,2891,23034,6100087,301,-402,-767,1.55,12.18,7.1,C
2014/1/13,20.05,2891,18130,6108942,8855,300,-829,1.57,12.3,7.03,C
2014/1/14,19.95,2891,20733,6108853,-89,-745,66,1.56,12.24,7.07,C
2014/1/15,20,2891,33633,6121473,11611,1151,753,1.56,12.27,7.05,D
2014/1/16,20,2891,18952,6122747,623,5298,4,1.56,12.27,7.05,C
2014/1/17,20.05,2891,16802,6128090,5342,-8,279,1.57,12.3,7.03,D
2014/1/20,20.3,2891,26092,6134203,6114,811,-191,1.59,12.45,6.95,D
2014/1/21,20.2,2891,34483,6135583,1381,586,2135,1.58,12.39,6.98,D
2014/1/22,20.3,2891,21804,6139281,4143,1578,-1105,1.59,12.45,6.95,D
2014/1/23,20.2,2891,19279,6137532,-1749,748,-1176,1.58,12.39,6.98,E
2014/1/24,20.3,2891,29013,6145895,8364,136,581,1.59,12.45,6.95,E
2014/1/27,20,2891,58085,6139195,-7382,99,-2565,1.56,12.27,7.05,D
2014/2/5,19.1,2891,112489,6075641,-63672,348,-2155,1.49,11.72,7.38,B
2014/2/6,19.4,2891,39864,6072954,-4070,0,-603,1.52,11.9,7.27,B
2014/2/7,19.55,2891,26109,6069999,-2954,-185,-115,1.53,11.99,7.21,C
2014/2/10,19.5,2891,17712,6062920,-6966,-439,-221,1.53,11.96,7.23,C
2014/2/11,19.55,2891,20913,6064195,1276,-6,-63,1.53,11.99,7.21,C
2014/2/12,19.65,2891,21822,6058587,-3573,160,-226,1.54,12.06,7.18,D
2014/2/13,19.5,2891,18684,6048118,-10469,76,1977,1.53,11.96,7.23,D
2014/2/14,19.75,2891,22890,6047959,1358,100,246,1.55,12.12,7.14,D
2014/2/17,19.75,2891,15120,6047304,-654,-47,953,1.55,12.12,7.14,D
2014/2/18,19.9,2891,14576,6054131,6827,-213,483,1.56,12.21,7.09,D
2014/2/19,20,2891,23239,6070686,16556,-198,420,1.56,12.27,7.05,E
2014/2/20,19.7,2891,17047,6067971,-2714,-69,636,1.54,12.09,7.16,E
2014/2/21,19.95,2891,28337,6074426,5966,-217,-1101,1.56,12.24,7.07,E
2014/2/24,19.4,2891,54652,6057918,-16507,-583,781,1.52,11.9,7.27,D
2014/2/25,19.55,2891,34048,6059213,1294,-3304,-697,1.53,11.99,7.21,D
2014/2/26,19.55,2891,27810,6069126,9913,-5,-584,1.53,11.99,7.21,D
2014/2/27,19.55,2891,25660,6065302,-3824,-296,-315,1.53,11.99,7.21,D
2014/3/3,19.25,2891,47095,6053528,-12555,-1076,-117,1.51,11.81,7.32,D
2014/3/4,19.2,2891,45302,6055565,1354,1061,275,1.5,11.78,7.34,C
2014/3/5,19.3,2891,26567,6056160,595,-223,210,1.47,11.84,7.31,C
2014/3/6,19.7,2891,37444,6062637,6477,-240,-437,1.5,13.49,7.16,D
2014/3/7,19.75,2891,31785,6070844,7165,-9,-3240,1.51,13.53,7.14,D
2014/3/10,19.6,2891,15745,6065425,-5419,-329,229,1.5,13.42,7.19,D
2014/3/11,19.45,2891,26735,6056674,-8750,-13,253,1.48,13.32,7.25,D
2014/3/12,19.45,2891,24523,6050799,-5874,-199,-319,1.48,13.32,7.25,D
2014/3/13,19.25,2891,33418,6036633,-14165,0,-1418,1.47,13.18,7.32,C
2014/3/14,19.15,2891,32320,6022495,-14138,-658,42,1.46,13.12,7.36,B
2014/3/17,19.25,2891,15316,6017898,-4607,-428,-544,1.47,13.18,7.32,C
2014/3/18,19.35,2891,20646,6016244,-1743,-1956,312,1.48,13.25,7.29,C
2014/3/19,19.25,2891,15806,6013302,-3653,-233,-145,1.47,13.18,7.32,B
2014/3/20,19,2891,36082,5986982,-26375,-193,797,1.45,13.01,7.42,B
2014/3/21,18.9,2891,35857,5979158,-9562,-600,38,1.44,12.95,7.46,B
2014/3/24,19,2891,30927,5981622,2465,-14168,110,1.45,13.01,7.42,C
2014/3/25,19,2891,18502,5976530,-5092,-1360,158,1.45,13.01,7.42,C
2014/3/26,19.1,2891,25168,5967635,-8920,0,402,1.46,13.08,7.38,D
2014/3/27,19.1,2891,22109,5963050,-4584,-650,-329,1.46,13.08,7.38,D
2014/3/28,19.2,2891,22336,5965669,2244,-220,-1853,1.47,13.15,7.34,E
2014/3/31,19.05,2891,32810,5963164,-3887,0,77,1.45,13.05,3.94,E
2014/4/1,19.15,2891,21092,5962372,-969,127,-897,1.46,13.12,3.92,E
2014/4/2,19.25,2891,16664,5972953,8058,0,-1560,1.47,13.18,3.9,E
2014/4/3,18.95,2891,36220,5959828,-15501,-1647,920,1.45,12.98,3.96,E
2014/4/7,19,2891,28894,5956066,-1950,-422,44,1.45,13.01,3.95,D
2014/4/8,18.95,2891,11729,5953870,-2196,-528,669,1.45,12.98,3.96,D
2014/4/9,18.95,2891,19032,5950582,-4004,-564,204,1.45,12.98,3.96,D
2014/4/10,19.1,2891,21573,5953429,2847,-1015,-1346,1.46,13.08,3.93,D
2014/4/11,19.2,2891,16554,5954902,1473,0,-404,1.47,13.15,3.91,E
2014/4/14,19.35,2891,24211,5959611,4709,-83,-49,1.48,13.25,3.88,E
2014/4/15,19.3,2891,16571,5962265,2655,-3,-768,1.47,13.22,3.89,E
2014/4/16,19.3,2891,17536,5959091,-3174,290,-1708,1.47,13.22,3.89,E
2014/4/17,19.45,2891,23458,5965473,6372,-249,1212,1.48,13.32,3.86,E
2014/4/18,19.35,2891,8760,5968332,2859,-435,539,1.48,13.25,3.88,D
2014/4/21,19.1,2891,13064,5964500,-3832,-703,-327,1.46,13.08,3.93,D
2014/4/22,19.05,2891,13077,5963349,-2953,-911,702,1.45,13.05,3.94,D
2014/4/23,18.95,2891,29073,5950470,-12878,-659,313,1.45,12.98,3.96,C
2014/4/24,18.75,2891,28961,5938313,-12147,-4550,533,1.43,12.84,4,B
2014/4/25,18.5,2891,35318,5934665,-7254,-1500,-270,1.41,12.67,4.05,B
2014/4/28,18.3,2891,45237,5918903,-15761,0,1174,1.4,12.53,4.1,B
2014/4/29,18.15,2891,26693,5906408,-13705,-240,25,1.39,12.43,4.13,A
2014/4/30,17.95,2891,47255,5886538,-18141,-22,-85,1.37,12.29,4.18,A
2014/5/2,18.1,2891,38863,5879892,-6645,-494,779,1.38,12.4,4.14,A
2014/5/5,18.1,2891,13224,5883268,3377,-1419,-812,1.38,12.4,4.14,A
2014/5/6,18.4,2891,23788,5884446,1178,0,1263,1.4,12.6,4.08,B
2014/5/7,18.2,2891,23745,5876379,-7903,-2234,1419,1.39,12.47,4.12,A
2014/5/8,18.5,2891,36851,5876134,-635,0,672,1.41,12.67,4.05,B
2014/5/9,18.4,2891,23168,5868445,-7726,-42,0,1.4,12.6,4.08,B
2014/5/12,18.3,2891,12972,5861772,-6636,0,675,1.4,12.53,4.1,A
2014/5/13,18.35,2891,14508,5863184,761,-4,-57,1.4,12.57,4.09,A
2014/5/14,18.5,2891,24559,5863487,238,0,-757,1.41,12.67,4.05,A
2014/5/15,18.5,2891,11839,5866048,2212,-60,-181,1.41,12.67,4.05,B
2014/5/16,18.65,2891,14788,5869678,3631,0,-460,1.42,12.77,4.02,B
2014/5/19,18.8,2891,26609,5875761,6088,-8,58,1.44,12.88,3.99,B
2014/5/20,18.7,2891,12823,5876328,567,0,1277,1.43,12.81,4.01,B
2014/5/21,18.6,2891,15682,5876683,336,-270,1645,1.42,12.74,4.03,A
2014/5/22,18.85,2891,21542,5879868,3185,-90,1334,1.44,12.91,3.98,B
2014/5/23,19.05,2891,27064,5886240,6373,-10,2806,1.45,13.05,3.94,B
2014/5/26,18.9,2891,11115,5885513,-558,739,105,1.44,12.95,3.97,B
2014/5/27,19,2891,9288,5890397,4920,-24,-395,1.45,13.01,3.95,B
2014/5/28,19.3,2891,26085,5901530,11133,-14,543,1.47,13.22,3.89,B
2014/5/29,19.3,2891,27797,5908555,7026,-10,-591,1.47,13.22,3.89,B
2014/5/30,19.1,2891,27428,5911964,3409,-452,37,1.39,13.08,3.93,B
2014/6/3,19.4,2891,21537,5918778,6784,0,-1005,1.41,12.52,3.87,B
2014/6/4,19.15,2891,13741,5916032,-2745,-390,-8,1.39,12.35,3.92,B
2014/6/5,19.2,2891,16540,5919923,3891,66,-321,1.39,12.39,3.91,B
2014/6/6,19.25,2891,10119,5916631,-2950,-5,926,1.4,12.42,3.9,B
2014/6/9,19.25,2891,8512,5917041,441,-168,57,1.4,12.42,3.9,B
2014/6/10,19.45,2891,18669,5930176,13134,-28,-474,1.41,12.55,3.86,B
2014/6/11,19.45,2891,15530,5930893,1220,-59,-587,1.41,12.55,3.86,B
2014/6/12,19.45,2891,11506,5934584,3692,-60,283,1.41,12.55,3.86,A
2014/6/13,19.4,2891,10668,5937583,2927,-50,371,1.41,12.52,3.87,B
2014/6/16,19.4,2891,16851,5935327,4583,-54,-576,1.41,12.52,3.87,A
2014/6/17,19.55,2891,20490,5918926,12897,0,-19,1.42,12.61,3.84,A
2014/6/18,19.55,2891,31566,5931753,19579,-95,879,1.42,12.61,3.84,A
2014/6/19,19.7,2891,39334,5953032,21279,0,1349,1.43,12.71,3.81,A
2014/6/20,19.55,2891,58989,5935149,5164,6339,1002,1.42,12.61,3.84,A
2014/6/23,19.55,2891,20953,5923834,1435,-10,-280,1.42,12.61,3.84,A
2014/6/24,19.7,2891,12307,5915441,3960,-229,-37,1.43,12.71,3.81,A
2014/6/25,19.65,2891,22116,5918756,3315,-29,-128,1.42,12.68,3.82,A
2014/6/26,19.75,2891,19964,5930263,11550,0,173,1.43,12.74,3.8,A
2014/6/27,19.8,2891,20156,5931691,4800,-20,245,1.44,12.77,3.79,A
2014/6/30,19.9,2891,18632,5935034,3835,-74,326,1.44,12.84,3.77,A
2014/7/1,19.9,2891,17670,5940692,5834,74,524,1.44,12.84,3.77,A
2014/7/2,20,2891,33172,5950767,10075,42,-148,1.45,12.9,3.75,A
2014/7/3,19.95,2891,21686,5937240,7256,-40,-132,1.45,12.87,3.76,B
2014/7/4,19.95,2891,15222,5936257,-984,180,670,1.45,12.87,3.76,B
2014/7/7,19.85,2891,22587,5932881,-3376,0,2029,1.44,12.81,3.78,B
2014/7/8,20.05,2891,57965,5933689,809,-56,518,1.45,12.94,3.74,B
2014/7/9,20.1,2891,42176,5945682,11993,-10,-2535,1.46,12.97,3.73,B
2014/7/10,20.6,2891,57097,5965372,20966,3512,-2453,1.49,13.29,3.64,C
2014/7/11,20.35,2891,33993,5977084,10938,575,-193,1.48,13.13,3.69,B
2014/7/14,20.6,2891,62044,5991698,14860,1775,1150,1.49,13.29,3.64,B
2014/7/15,21.6,2891,108091,6031021,39277,3541,-3671,1.57,13.94,3.47,D
2014/7/16,21.6,2891,90328,6037392,5932,2266,2965,1.57,13.94,3.47,D
2014/7/17,21.55,2891,50188,6072606,14328,1541,-359,1.56,13.9,3.48,D
2014/7/18,21.5,2891,34206,6088098,15492,1040,-254,1.56,13.87,3.49,D
2014/7/21,21.4,2891,30148,6088527,429,0,-162,1.55,13.81,3.5,D
2014/7/22,21.25,2891,31345,6096113,7901,379,2477,1.54,13.71,3.53,C
2014/7/24,21.55,2891,33109,6109104,13149,-818,1753,1.56,13.9,3.48,C
2014/7/25,21.7,2891,65774,6120628,11524,6665,-2002,1.57,14,3.46,C
2014/7/28,21.65,2891,30381,6130050,9422,494,532,1.57,13.97,3.46,B
2014/7/29,21.25,2891,53298,6139018,9111,-4823,-1240,1.54,13.71,3.53,B
2014/7/30,21.5,2891,32494,6150051,11033,-3100,-126,1.56,13.87,3.49,B
2014/7/31,21.1,2891,34479,6156729,7751,122,323,1.53,13.61,3.55,B
2014/8/1,20.7,2891,41163,6167568,10964,645,-423,1.5,13.35,3.62,A
2014/8/4,20.85,2891,33501,6174758,7980,-2,205,1.51,13.45,3.6,A
2014/8/5,20.25,2891,54709,6155426,-18673,2900,-3208,1.47,13.06,3.7,A
2014/8/6,20.4,2891,29524,6165290,10524,3028,253,1.48,13.16,3.68,A
2014/8/7,20.95,2891,39328,6170893,5603,-245,-67,1.52,13.52,3.58,B
2014/8/8,20.7,2891,40831,6181006,4284,180,-168,1.5,13.35,3.62,A
2014/8/11,21.1,2891,27038,6180688,-298,221,140,1.53,13.61,3.55,B
2014/8/12,21,2891,26426,6183636,2949,303,-740,1.52,13.55,3.57,B
2014/8/13,21.3,2891,24264,6196454,12818,28,98,1.54,13.74,3.52,B
2014/8/14,21.15,2891,20909,6197877,-1170,327,-1330,1.53,13.65,3.55,B
2014/8/15,21,2891,20416,6199067,-805,33,-115,1.52,13.55,3.57,B
2014/8/18,20.7,2891,14966,6201979,-3944,59,-74,1.5,13.35,3.62,B
2014/8/19,20.85,2891,21903,6207580,5602,40,-129,1.51,13.45,3.6,B
2014/8/20,21.45,2891,64669,6236506,26713,186,3035,1.56,13.84,3.5,D
2014/8/21,21.65,2891,41883,6249768,13262,3558,-4068,1.57,13.97,3.46,D
2014/8/22,21.8,2891,49835,6262313,12762,870,705,1.58,14.06,3.44,E
2014/8/25,21.9,2891,28301,6265684,3587,545,424,1.48,14.13,3.42,E
2014/8/26,21.7,2891,26170,6268564,2880,40,-699,1.47,8.71,3.46,E
2014/8/27,22,2891,44614,6288065,19876,47,493,1.49,8.84,3.41,E
2014/8/28,22,2891,40738,6324077,20873,2498,-113,1.49,8.84,3.41,E
